Titulo,Estreno,Duracion,Ventas,Genero
The Locals,4/22/2022,184,957,Comedia 
The Lord of the Rings: The Two Towers,05/09/2022,190,7773,Aventura
The Lords of Flatbush,11/08/2022,142,6456,Comedia 
The Lost Battalion,12/17/2019,63,9694,Guerra
The Lovers on the Bridge,7/31/2021,110,7538,Comedia 
The Magical Legend of the Leprechauns,10/25/2019,144,8803,Aventura
The Man,11/30/2019,134,947,Comedia 
The Man from Utah,04/02/2021,134,632,Western
The Man on the Roof,12/03/2021,167,439,Crimen
The Man Who Came to Dinner,8/20/2020,95,3705,Comedia 
The Man Who Could Cheat Death,5/19/2023,175,7465,Crimen
The Man with the Movie Camera,3/28/2019,183,5840,Musical
The Mark of Zorro,12/26/2018,183,4514,Aventura
The Marsh,12/30/2021,95,8696,Terror
The Mask,6/14/2021,190,5266,Fantasia 
The Matador,12/19/2022,134,766,Comedia 
The Mattei Affair,11/15/2018,177,1986,Documental
The Maze,2/27/2020,107,655,Aventura
The Message,11/17/2018,187,666,Aventura
The Mighty Wind,8/28/2023,138,4891,Musical
The Milky Way,6/25/2020,172,2650,Comedia 
The Mindscape of Alan Moore,6/26/2022,68,6733,Documental
The Mirror Crack'd,2/13/2019,134,7644,Crimen
The Miser,8/14/2023,181,3529,Comedia 
The Misfortunates,7/18/2023,157,7005,Comedia 
The Missing,12/28/2018,63,3851,Aventura
The Missouri Breaks,1/27/2020,146,2059,Western
The Mob,07/11/2021,110,5298,Crimen
The Mole People,3/20/2021,134,8050,Aventura
The Monastery of Sendomir,11/15/2018,128,7849,Comedia 
The Monkey Hustle,12/19/2019,154,8508,Comedia 
The Morning After,5/29/2023,196,4654,Crimen
The Mouse on the Moon,07/09/2023,134,4442,Comedia 
The Mouse That Roared,4/18/2020,83,4060,Guerra
The Mummy,8/21/2022,200,6724,Aventura
The Music Man,3/20/2021,134,8381,Musical
The Mystery of the Leaping Fish,06/11/2022,176,8897,Comedia 
The Naked Civil Servant,1/19/2019,158,3431,Comedia 
The Nasty Girl,4/21/2021,181,9958,Comedia 
The Nature of Existence,7/22/2023,138,2592,Documental
The New York Ripper,5/20/2020,181,999,Crimen
The Newburgh Sting,5/18/2023,95,232,Documental
The Next Best Thing,4/22/2020,117,8846,Comedia 
The Night Strangler,8/23/2023,86,9830,Crimen
The Night They Raided Minsky's,12/10/2020,117,9431,Comedia 
The No. 1 Ladies' Detective Agency,9/19/2018,174,5978,Comedia 
The Noble Family,7/30/2021,76,9151,Comedia 
The Normal Heart,6/28/2019,132,53,Historia
The Novena,11/12/2020,145,8085,Comedia 
The Oblong Box,5/20/2023,126,8913,Horror
The Old Dark House,09/04/2018,188,7198,Terror
The Olsen Gang,7/26/2023,134,4758,Comedia 
The Open Road,3/16/2022,127,889,Comedia 
The Other F Word,2/17/2020,185,2606,Musical
The Other Side of Sunday,06/02/2022,81,3064,Comedia 
The Pee-Wee Herman Show on Broadway,3/15/2019,95,6307,Musical
The Pentagon Papers,02/01/2021,134,1707,Historia
The Perils of Pauline,8/23/2023,95,4761,Aventura
The Periwig-Maker,11/21/2021,95,7556,Comedia 
The Perks of Being a Wallflower,9/16/2021,173,1866,Musical
The Phenix City Story,8/16/2021,149,66,Aventura
The Philadelphia Story,12/21/2022,98,2250,Comedia 
The Piano in a Factory,03/09/2023,104,1436,Terror
The Pied Piper,03/10/2023,181,2758,Aventura
The Pink Panther Strikes Again,4/24/2021,173,5714,Comedia 
The Player's Club,1/15/2023,150,8852,Comedia 
The Pokrovsky Gates,5/14/2020,95,4982,Comedia 
The Pom Pom Girls,06/10/2021,95,1152,Comedia 
The Pool Boys,1/13/2022,181,6849,Comedia 
The Prince of Pennsylvania,7/22/2022,90,3197,Comedia 
The Princess Bride,6/27/2020,102,6005,Aventura
The Prisoner of Zenda,1/30/2019,198,2795,Aventura
The Profit,10/27/2021,202,7500,Documental
The Prophecy: Forsaken,10/08/2020,165,2137,Fantasia 
The Proposition,5/19/2020,134,2147,Western
The Pursuit of D.B. Cooper,02/12/2022,96,5070,Aventura
The Pyx,10/28/2018,78,3573,Crimen
The Queen,09/12/2020,74,8283,Aventura
The Quiet American,9/22/2019,181,7429,Crimen
The Radio Pirates,12/09/2020,95,4867,Comedia 
The Raven,10/07/2022,101,1272,Crimen
The Red Elvis,07/03/2023,205,3484,Documental
The Ref,9/24/2020,100,7771,Comedia 
The Referee,1/23/2023,190,167,Comedia 
The Resident,1/15/2020,95,7899,Crimen
The Return of Don Camillo,02/09/2022,95,8380,Comedia 
The Returned,12/28/2019,69,4329,Horror
The Reverse,5/23/2023,136,1280,Comedia 
The Ring Two,02/09/2022,134,2467,Horror
The River Murders,05/09/2021,130,1153,Crimen
The River Wild,4/20/2022,117,4748,Aventura
The Road to Brown,9/14/2022,189,1521,Documental
The Royal Scandal,7/15/2023,174,7803,Historia
The Rum Diary,05/04/2021,134,7198,Comedia 
The Sadist,11/13/2019,79,1462,Crimen
The Saphead,6/25/2021,101,6081,Comedia 
The Scarlet Empress,03/11/2021,104,5010,Historia
The Search,1/27/2023,89,7241,Guerra
The Secret Six,12/24/2021,99,9591,Crimen
The September Issue,02/12/2021,180,398,Documental
The Seventh Sign,03/10/2019,122,961,Horror
The Sitter,10/02/2021,181,3853,Comedia 
The Snails,03/01/2019,72,4005,Comedia 
The Son of Kong,5/26/2022,139,5872,Fantasia 
The Soul of a Man,12/26/2022,89,1554,Musical
The Spiders Part 1: The Golden Lake,01/03/2021,110,4842,Fantasia 
The Stand,10/18/2019,112,2606,Aventura
The Star Maker,05/10/2021,177,807,Musical
The Steamroller and the Violin,3/15/2021,66,7554,Musical
The Sting II,05/10/2023,181,5446,Comedia 
The Story of Louis Pasteur,11/17/2022,61,1476,Historia
The Strange Case of Dr. Jekyll and Miss Osbourne,8/23/2023,185,5084,Comedia 
The Strange Color Of Your Body's Tears,11/20/2021,183,49,Terror
The Strangler,10/30/2021,95,3104,Crimen
The Sudden Wealth of the Poor People of Kombach,5/15/2021,181,1757,Comedia 
The Summit,7/31/2019,89,2754,Documental
The Super,10/20/2018,120,8887,Comedia 
The Surgeon,8/15/2021,106,5599,Terror
The Switch,10/07/2020,115,7310,Comedia 
The Sword and the Rose,10/17/2021,207,3757,Aventura
The Taking of Power by Louis XIV,12/07/2019,145,3347,Historia
The Target Shoots First,06/03/2022,142,840,Musical
The Tattooist,02/03/2019,89,3465,Terror
The Texas Chainsaw Massacre,9/16/2021,120,4027,Terror
The Thin Man,08/07/2023,85,6752,Comedia 
The tigers Apprentice,08/09/2023,189,6860,Fantasia 
The Tortured,7/21/2023,95,2953,Terror
The Town that Dreaded Sundown,04/08/2021,181,9547,Crimen
The Trial of Joan of Arc,06/04/2021,65,4291,Historia
The Tribe,10/18/2018,181,5728,Crimen
The Two Jakes,08/09/2023,62,6849,Crimen
The Two of Us,3/19/2023,193,6895,Comedia 
The Underneath,05/02/2020,170,4051,Crimen
The Unknown Known,02/06/2019,203,9637,Documental
The Unknown Soldier,2/20/2019,161,663,Guerra
The Unsinkable Molly Brown,09/11/2022,134,2872,Musical
The Untouchables,8/29/2022,181,4116,Crimen
The Unvanquished,06/05/2023,182,2135,Guerra
The Valley of Gwangi,3/14/2020,134,9616,Western
The Vampire Bat,8/29/2019,198,6599,Crimen
The Van,04/05/2023,79,8639,Comedia 
The Vengeance of Fu Manchu,11/12/2021,85,4544,Crimen
The Vikings,11/10/2020,145,6462,Historia
The Violent Professionals,05/09/2021,128,5684,Crimen
The Virginity Hit,10/15/2021,95,1434,Comedia 
The Walking Hills,11/23/2022,175,8046,Crimen
The Wankers,7/16/2019,184,9239,Comedia 
The War,1/20/2020,194,7221,Guerra
The Warlords,07/05/2021,96,6627,Historia
The Wet Parade,3/23/2019,185,2081,Musical
The White Cliffs of Dover,01/05/2022,172,2755,Belico
The White Diamond,4/30/2020,173,9868,Documental
The Whole Nine Yards,05/02/2022,103,2712,Comedia 
The Wild Bunch: An Album in Montage,01/07/2020,193,5930,Historia
The Wog Boy,08/07/2022,82,7631,Comedia 
The Woman Chaser,8/15/2019,189,9152,Comedia 
The Woman Who Wasn't There,01/08/2019,117,8534,Documental
"The Woman, a Gun and a Noodle Shop",4/14/2019,134,8724,Comedia 
The Wonderful Ice Cream Suit,2/26/2023,174,806,Comedia 
The World Is Not Enough,11/13/2021,123,5741,Suspenso
The Yacoubian Building,04/12/2020,151,1560,Crimen
The Yes Men Fix the World,12/18/2021,134,2903,Documental
The Zone,11/28/2019,177,9316,Crimen
Theatre Bizarre,05/09/2019,185,6318,Terror
Them ,5/20/2023,149,971,Terror
There Goes My Heart,1/27/2022,62,3039,Comedia 
There Was a Crooked Man...,11/14/2022,78,7694,Comedia 
They Came to Cordura,04/04/2020,193,3592,Belico
They Were Expendable,03/06/2022,208,4283,Belico
They Won't Forget,9/21/2022,120,6446,Crimen
Thief of Bagdad,4/14/2023,134,8578,Fantasia 
Thieves' Highway,07/12/2023,110,7536,Crimen
Thin Line Between Love and Hate,1/26/2023,140,6075,Comedia 
Thin Man,10/26/2021,99,2800,Comedia 
Thirteen Ghosts ,07/11/2020,198,8933,Horror
This Christmas,6/13/2020,82,661,Comedia 
,03/10/2019,153,9646,Comedia 
This Filthy World,11/25/2018,134,9101,Documental
This Is Not a Film,9/16/2021,134,3327,Documental
This Is Spinal Tap,01/02/2019,118,1774,Musical
This Is the Night,4/30/2020,122,493,Comedia 
Thomas and the Magic Railroad,10/15/2020,207,6247,Aventura
Those Magnificent Men in Their Flying Machines,6/30/2022,181,3547,Aventura
Thousands Cheer,10/24/2019,102,6423,Comedia 
Three Amigos,05/08/2019,194,6895,Western
Three Brave Men,4/16/2020,137,568,Western
Three Days of the Condor,10/13/2018,95,7228,Suspenso
Three Degrees Colder ,02/01/2023,171,3842,Documental
Three Kingdoms: Resurrection of the Dragon ,07/03/2020,102,7878,Belico
Three Strangers,5/24/2023,109,2931,Crimen
Tickle in the Heart,3/26/2019,190,6462,Musical
Tiempo de melodia,11/30/1948,137,5833,Musical
Tiempos modernos,7/25/1936,168,3317,Comedia 
Time Bandits,09/06/2020,181,7246,Aventura
Time for Killing,12/06/2018,78,7328,Western
Tin & Tina,2/14/2023,169,5312,Terror
Tiny Furniture,01/10/2021,248,8195,Comedia 
Together,08/03/2023,177,9548,Comedia 
Togo,9/21/2019,117,3429,Aventura
Tokyo!,06/07/2019,145,8724,Fantasia 
Tokyo-Ga,01/10/2021,100,7301,Documental
Tom & Thomas,8/15/2023,95,8450,Comedia 
Tom Horn,5/15/2023,95,927,Western
Tomb of Ligeia,10/19/2019,142,7337,Terror
Tomorrow We Move ,02/05/2021,187,3285,Comedia 
"Tomorrow, the World!",11/26/2018,91,6194,Guerra
Toni,02/11/2022,78,1476,Crimen
"Too Early, Too Late ",4/24/2020,181,9901,Documental
Too Hot to Handle,08/06/2023,157,4022,Comedia 
Too Many Husbands,1/17/2023,79,3278,Comedia 
,2/28/1982,199,9197,Comedia 
Top Five,9/21/2020,147,9041,Comedia 
Tora! Tora! Tora!,11/14/2019,186,2321,Historia
Tormento,4/14/2023,181,9537,Suspenso
Torpedo Run,9/29/2018,179,8649,Belico
Torremolinos 73,3/14/2019,181,4301,Comedia 
Tortilla Soup,01/11/2019,79,1303,Comedia 
Town,8/18/2022,159,5659,Crimen
Tracks,8/27/2021,73,4930,Aventura
Tracy Morgan: Black and Blue,06/08/2022,105,3662,Comedia 
Trader Games ,1/17/2021,68,5405,Crimen
Trader Horn,6/21/2023,183,4630,Aventura
Trading Places,10/29/2022,117,6292,Comedia 
Trail of the Screaming Forehead,03/05/2021,181,3083,Comedia 
Train Ride to Hollywood,8/26/2022,137,9652,Comedia 
Train Robbers,9/17/2018,115,2249,Western
Trances,3/27/2020,65,5983,Musical
Transsiberian,07/12/2020,181,7851,Crimen
Trapped Ashes,4/18/2022,184,8361,Horror
Travellers and Magicians,10/27/2021,92,9750,Aventura
Travels with My Aunt,12/01/2021,166,2096,Aventura
Trek Nation,12/20/2018,92,1477,Documental
Trick 'r Treat,10/25/2020,165,9648,Comedia 
Troll,2/21/2022,117,7060,Fantasia 
Tromeo and Juliet,10/01/2021,122,9364,Fantasia 
Tropic Thunder,09/02/2021,71,2238,Belico
True Confession,11/12/2021,106,1115,Crimen
True Crime,5/27/2023,157,8685,Crimen
True Love,04/10/2023,117,9483,Comedia 
Trust,12/08/2018,126,2382,Suspenso
Tu casa o la mia,1/20/2023,114,2096,Comedia 
Tucker & Dale vs Evil,1/30/2020,91,3265,Comedia 
Tucker: The Man and His Dream,4/23/2023,95,3077,Comedia 
Tulsa,3/13/2023,192,1741,Western
Tune in Tomorrow...,12/16/2019,200,4728,Comedia 
"Turn Me On, Dammit! ",8/26/2022,191,6128,Comedia 
Turn of the Screw,6/13/2022,79,8043,Terror
Turtles Can Fly ,02/08/2023,184,406,Guerra
Tuvalu,12/12/2019,181,2260,Fantasia 
Twilight of the Ice Nymphs,09/09/2019,74,3217,Fantasia 
Twilight's Last Gleaming,9/21/2019,207,95,Suspenso
Twin Peaks: Fire Walk with Me,12/01/2022,92,8183,Fantasia 
Twin Town,10/17/2018,153,830,Crimen
Two Bits,8/24/2022,95,5733,Comedia 
Two for the Road,2/22/2023,181,383,Comedia 
Two Girls and a Sailor,12/02/2018,83,1169,Comedia 
Two Rode Together,8/19/2021,191,9073,Western
Two Thousand Maniacs!,9/21/2021,185,8028,Terror
Two Years at Sea,6/29/2019,95,1763,Documental
Two-Minute Warning,07/10/2019,66,2969,Suspenso
Tycoon,6/17/2020,141,7755,Comedia 
Tyler Perry's Madea's Big Happy Family,11/17/2019,85,9480,Comedia 
U2 3D,1/25/2023,78,9666,Documental
U2: Rattle and Hum,11/06/2021,95,6003,Documental
Ugly,02/03/2023,101,8530,Crimen
"Ugly, Dirty and Bad ",2/23/2019,111,2437,Comedia 
Un bucle sin fin,2/22/2020,198,107,Fantasia 
Un puente hacia terabithia,1/17/2021,117,9172,Fantasia 
Un villano,09/04/2018,91,2266,Comedia 
Un villano II,9/30/2019,150,9390,Comedia 
Una antigua conocida,8/25/2021,92,6738,Comedia 
Una boda explosiva,01/09/2020,111,4118,Comedia 
Una chica del siglo XX,11/29/2022,100,8493,Comedia 
Una esposa de mentiras,7/18/2020,150,385,Comedia 
Una imagen para creer,5/22/2023,209,8788,Suspenso
Under the Age,04/12/2023,137,4436,Comedia 
Under the Boardwalk,8/17/2023,144,848,Musical
Under the Cherry Moon,8/16/2023,89,2611,Musical
Unforgotten: Twenty-Five Years After Willowbrook,5/14/2019,157,4600,Documental
United 93,12/23/2020,206,5732,Historia
Unos suegros de armas tomar,8/25/2023,137,5199,Comedia 
Unsinkable Molly Brown,03/12/2023,134,2052,Musical
Until the Light Takes Us,6/21/2019,144,8606,Musical
Unzipped,2/17/2023,71,3864,Documental
Upside of Anger,3/14/2020,132,3201,Comedia 
Urban Legends: Final Cut,4/14/2021,183,9266,Horror
Used Cars,9/19/2022,187,232,Comedia 
Utamaro and His Five Women ,05/02/2019,93,8208,Historia
Vadh,3/24/2022,95,5757,Crimen
Valentine's Day,02/09/2019,124,4260,Comedia 
Vampire's Kiss,09/04/2019,67,2012,Fantasia 
Vamps,11/29/2018,131,2070,Fantasia 
Vegas Vacation ,09/09/2019,197,173,Comedia 
Vegucated,3/15/2020,134,199,Documental
Vengeance Valley,2/13/2019,248,8321,Western
Vengo,9/17/2021,89,8577,Musical
Veronica Mars,06/11/2021,207,5088,Comedia 
Vertigo,4/21/1958,199,882,Suspenso
Very important perros,09/09/2000,117,9525,Comedia 
VicFlo Saw a Bear,11/28/2020,189,2613,Comedia 
Vinyl,7/28/2020,173,256,Comedia 
Voces inocentes ,8/17/2022,143,3737,Guerra
Voices of Iraq,6/14/2019,127,6216,Guerra
Volcano High ,7/29/2022,181,3024,Fantasia 
Vollidiot,8/13/2022,171,9713,Comedia 
Waco: A New Revelation,08/05/2019,107,7527,Documental
Wages of Fear,11/17/2018,161,5681,Aventura
Waiting...,7/15/2020,102,3037,Comedia 
Walk All Over Me,03/12/2023,117,8395,Crimen
"Walk, Don't Run",7/16/2023,157,8622,Comedia 
Walker,7/28/2021,102,3340,Historia
Wanderlust,3/23/2020,181,3944,Comedia 
War and Peace,2/22/2023,173,35,Guerra
War Dance,10/29/2021,209,6107,Musical
War Horse,6/19/2019,81,6615,Guerra
War on Democracy,8/18/2023,204,980,Historia
War Photographer,11/21/2018,66,7777,Documental
Warren Oates: Across the Border,05/03/2021,134,1605,Documental
Waste Land,01/02/2020,181,288,Documental
Watch on the Rhine,4/28/2021,124,5909,Guerra
"Watch Out, We're Mad",5/31/2022,117,3340,Comedia 
Watching the Detectives,9/20/2022,95,1515,Comedia 
Watermark,02/06/2019,181,4212,Documental
Watermelon Man,9/20/2020,122,9543,Comedia 
Waxworks,7/30/2021,139,3889,Fantasia 
We Are the Best! ,08/07/2021,153,3046,Musical
We Bought a Zoo,7/30/2023,202,9168,Comedia 
We Need to Talk About Kevin,01/08/2022,114,8536,Terror
We the Party,11/13/2019,183,5289,Comedia 
Wee Willie Winkie,07/01/2020,134,8507,Aventura
Weekend at Bernie's II,5/29/2020,209,785,Comedia 
Ween Live in Chicago,1/19/2022,108,6655,Musical
Weight of the Nation,04/12/2023,172,9378,Documental
Welcome Home Roscoe Jenkins,12/24/2019,60,7790,Comedia 
Welcome to the Jungle,11/12/2022,95,6622,Aventura
Welfare,03/07/2022,80,7402,Documental
We'll Never Have Paris,6/20/2019,90,466,Comedia 
Well Spent Life,08/11/2022,95,599,Musical
Wendigo,02/10/2019,111,1509,Terror
We're No Angels,12/29/2021,180,6956,Comedia 
West Point,4/20/2019,207,7568,Musical
Wetlands ,09/03/2018,184,9982,Comedia 
Wham!,10/13/2023,83,3553,Documental
What Have I Done to Deserve This? ,3/27/2023,89,9456,Comedia 
What If ...,04/12/2023,182,6169,Comedia 
What Is It?,03/11/2023,132,3229,Fantasia 
What to Expect When You're Expecting,3/13/2019,111,9038,Comedia 
Whatever Happened to Harold Smith?,12/14/2020,100,1265,Comedia 
What's the Matter with Helen?,04/09/2021,119,9301,Crimen
When in Rome,05/08/2022,184,3014,Fantasia 
When Pigs Have Wings,4/15/2022,94,171,Comedia 
When the Cat's Away,11/30/2022,181,5784,Comedia 
When the Last Sword is Drawn ,10/02/2018,117,4762,Historia
When Trumpets Fade,12/18/2019,173,8719,Belico
Where the Heart Is,11/13/2018,89,4813,Comedia 
Where the Sidewalk Ends,8/21/2022,181,953,Crimen
Where Were You When the Lights Went Out?,06/06/2021,192,4876,Comedia 
Whiplash,2/26/2021,159,6150,Musical
Whistling in Brooklyn,9/18/2019,158,1970,Musical
White Dwarf,3/18/2022,117,8514,Fantasia 
White Lightning,2/25/2020,78,493,Crimen
White Reindeer,05/03/2022,181,7183,Comedia 
White Squall,06/12/2023,117,3452,Aventura
Whitecoats,3/14/2022,206,3494,Comedia 
Whitewash,5/21/2023,177,3184,Comedia 
Who Killed Nancy?,2/22/2021,74,3525,Documental
Who Killed the Electric Car?,3/13/2019,117,2603,Documental
Who the F..K Is Arthur Fogel,10/09/2020,63,2016,Documental
Whoopi Goldberg Presents Moms Mabley,4/20/2021,74,5382,Documental
Who's the Man?,12/26/2022,95,1257,Comedia 
Why Be Good?,03/01/2021,182,3727,Musical
Why Man Creates,10/14/2021,134,4044,Documental
WikiRebels: The Documentary,1/20/2023,68,4972,Documental
Wild America,3/16/2019,134,2736,Aventura
Wild Bunch,01/05/2022,191,7535,Western
Wild Guitar,08/11/2023,119,7357,Musical
Wild in the Streets,12/17/2019,89,986,Comedia 
Wild Rovers,3/22/2019,95,2763,Western
Wild Wild West,2/28/2021,184,5417,Western
Wildest Dream,9/20/2019,118,7197,Documental
Will,6/14/2019,117,5385,Fantasia 
Willow Creek,6/20/2023,103,7548,Terror
Winds of the Wasteland,12/08/2020,181,6388,Western
Wings ,03/08/2020,248,3691,Guerra
Winter's Tale,11/26/2018,188,1816,Fantasia 
Wisconsin Death Trip,11/19/2021,137,2960,Documental
Wish,05/11/2023,183,2729,Comedia 
Wish You Were Here,08/01/2022,95,882,Comedia 
Witch Way Love,01/07/2023,112,8073,Fantasia 
With a Song in My Heart,1/15/2022,97,6247,Musical
With Fire and Sword,5/14/2022,193,3940,Historia
Without a Paddle,07/05/2021,183,3197,Aventura
Without Love,11/23/2020,117,279,Comedia 
Wittgenstein,6/14/2022,89,4281,Comedia 
Wizard,3/23/2022,117,5026,Aventura
Wog Boy,9/20/2022,200,9729,Comedia 
Wonder Boys,01/04/2022,79,8944,Comedia 
World's Greatest Dad,6/22/2020,127,4666,Comedia 
Wraith,05/06/2019,143,5426,Crimen
Wrong Move,6/19/2019,181,6779,Fantasia 
WW III: World War III ,10/06/2019,183,3034,Guerra
Xala,5/27/2021,88,8539,Comedia 
Ya no estoy aquí,05/01/2020,84,1699,Musical
Yahoo,7/26/2022,183,4235,Fantasia 
Yanks,01/08/2019,89,3615,Guerra
Year of the Dog,9/24/2021,136,9347,Comedia 
Year One,01/09/2021,190,5945,Aventura
YellowBrickRoad,11/17/2021,126,9503,Terror
Yo adolescente,4/24/2019,181,1706,Comedia 
Yo soy Dolemite,08/04/2023,122,8756,Comedia 
Yo soy Vanessa Guillen,1/25/2021,89,2366,Documental
Yonkers Joe,09/08/2018,95,1191,Crimen
You May Not Kiss the Bride,3/31/2020,152,1575,Comedia 
Young at Heart,3/21/2022,181,6868,Musical
Young Frankenstein,7/19/2022,177,6127,Comedia 
Young Guns II,02/08/2023,161,5078,Western
"Yours, Mine and Ours",12/19/2019,179,3866,Comedia 
Zama,8/16/2021,135,5453,Historia
Zaniki,04/05/2022,183,5760,Terror
Zero Degrees of Separation,4/21/2020,164,2828,Documental
Zeus and Roxanne,03/02/2019,129,8965,Aventura
Zombie II,10/23/2018,181,8891,Horror
Zombies Party,12/23/2004,65,8085,Musical
Zookeeper,5/27/2022,181,3819,Fantasia 
Zoolander,2/18/2001,159,1010,Comedia 
Zorba the Greek ,06/11/2021,89,1747,Musical
Zozo,03/10/2023,89,990,Guerra
Zulu Dawn,8/24/2021,134,5341,Guerra
