Titulo,Estreno,Duracion,Ventas,Genero
Blue State,5/17/2020,190,566,Comedia 
Blue Valentine,10/12/2018,181,2674,Drama
Bluebeard ,3/22/2020,107,1834,Drama
Bo Burnham,11/23/2021,173,5687,Documental
Boat,06/11/2019,132,1262,Comedia 
Bohemian Life,01/04/2021,95,2113,Drama
Boksoon debe morir,5/25/2023,155,1900,Drama
Bolt,10/17/2018,131,7201,Animacion
Bombardier,12/17/2020,134,3185,Accion
Bones Brigade: An Autobiography,11/04/2018,79,5330,Documental
Boo to You Too! Winnie the Pooh,07/04/2020,121,4651,Animacion
Boogie Woogie,4/20/2020,101,7342,Comedia 
Book club 2,3/24/2020,73,4517,Comedia 
Book of Love,1/29/2021,181,8291,Comedia 
Boom Town,9/29/2019,183,2592,Aventura
Borat,8/16/2006,66,7525,Comedia 
Border Run ,6/28/2023,102,5593,Accion
Bordertown,4/19/2020,137,6080,Accion
Borgman,10/02/2018,65,7334,Drama
Boricua's Bond,7/26/2023,153,9695,Comedia 
Boris and Natasha,2/16/2019,77,1313,Comedia 
Born Free,01/12/2022,169,5480,Aventura
Born Rich,10/14/2022,117,3987,Documental
Born to Fight ,2/13/2021,118,182,Accion
Born Yesterday,12/15/2021,209,6764,Comedia 
Borrowed Hearts ,9/26/2020,72,1870,da
Borrowers,11/26/2021,180,7345,Aventura
Bossa Nova,12/12/2020,198,8234,Comedia 
Boston's Finest,1/24/2019,137,4552,Crimen
Bottle Shock,4/20/2021,117,7538,Comedia 
Bounce: Behind the Velvet Rope,2/18/2021,77,8855,Documental
Bound for Glory,11/23/2020,137,6185,Drama
Bounty Hunters ,11/15/2020,130,5384,Accion
Bounty Killer,07/07/2019,95,2393,Accion
Bourne Legacy,3/14/2021,148,6844,Accion
Boxcar Bertha,11/14/2019,74,7270,Crimen
Boxing Helena,6/30/2020,176,1460,Drama
Boy Meets Boy,3/21/2021,134,882,Comedia 
Boy Meets Girl,11/08/2021,81,7303,Comedia 
Boy Upside Down,4/27/2023,181,9934,Drama
Boys Life 2,3/13/2022,181,7138,Drama
Boys Life 4: Four Play,5/28/2023,99,7424,Drama
Brado,3/24/2022,127,5119,Comedia 
Brady Bunch Movie,2/28/2019,89,3467,Comedia 
Brain Donors,2/15/2021,117,9553,Comedia 
Brainstorm,3/13/2021,160,7217,Ciencia Ficcion
Bran Nue Dae,7/14/2021,95,6255,Comedia 
Brand Upon the Brain!,6/13/2022,190,5948,Comedia 
Brazil,11/16/2019,192,8053,Ciencia Ficcion
Bread and Roses,01/03/2019,81,3729,Drama
Breaker Morant,12/06/2019,157,1191,Drama
Breakfast of Champions,7/28/2023,95,5420,Comedia 
Breakfast with Scot,12/28/2020,79,4865,Comedia 
Break-in,8/24/2023,66,4842,Comedia 
Breaking the Waves,10/28/2022,114,699,Drama
Breaking Wind,6/22/2021,117,107,Comedia 
Breaks,5/31/2023,104,110,Comedia 
Break-Up,5/17/2021,177,1919,Comedia 
Breath,06/12/2019,196,5182,Drama
Breathless ,12/18/2022,95,1904,Drama
Breed,7/30/2022,91,812,Terror
Breezy,8/24/2020,94,9003,Drama
Brewster's Millions,06/07/2019,203,2750,Comedia 
Brick Lane,11/07/2018,125,3524,Drama
Bride of the Monster,2/27/2023,188,7628,Ciencia Ficcion
Bridegroom,4/29/2023,89,9722,Documental
Bridge of Dragons,01/10/2020,92,2665,Accion
Brief Encounter,06/05/2019,181,1514,Drama
Brigadoon,7/17/2023,187,8442,Fantasia
Bright Days Ahead,02/11/2022,85,2518,Comedia 
Bright Young Things,6/19/2020,177,5949,Comedia 
Brinks Job,09/10/2022,79,1925,Crimen
British Intelligence,10/02/2021,89,8199,Accion
Broadcast News,8/30/2020,183,1137,Comedia 
Broadway Damage,12/16/2022,201,5194,Comedia 
Broadway Melody,05/05/2023,184,8471,Drama
Broken Arrow,07/01/2021,74,9919,Accion
Broken Blossoms or The Yellow Man and the Girl,05/09/2023,104,690,Drama
Broken Kingdom,03/07/2021,95,5529,Drama
Broken Lance,12/24/2021,181,6700,Western
Broken Wings,01/09/2021,123,8657,Drama
Broken Wings ,04/11/2020,134,5611,Drama
Bronies: The Extremely Unexpected Adult Fans of My Little Pony,04/09/2020,79,6920,Documental
Bronson,3/14/2022,106,7384,Accion
Brother,5/22/2019,177,3133,Crimen
Brother Rat,10/17/2019,122,7056,Comedia 
Brotherhood,07/06/2023,95,6229,Crimen
Brothers Karamazov,4/28/2021,95,4257,Drama
Brothers: The Return,10/17/2019,206,7399,Drama
Brown of Harvard,5/31/2022,126,6318,Drama
Brown Sugar,03/02/2021,79,9536,Comedia 
Brubaker,02/02/2021,198,6806,Crimen
Bruno,12/15/2020,195,5318,Comedia 
Brutal Beauty: Tales of the Rose City Rollers,02/01/2022,177,6450,Documental
Brutal Relax,9/19/2020,121,8132,Comedia 
Brute ,02/09/2022,141,2086,Crimen
B-Side,04/08/2019,181,1790,Comedia 
Bubble,6/28/2019,170,7126,Comedia 
Buck,7/16/2021,100,4510,Documental
Bucktown,11/30/2021,151,3688,Accion
Budd Boetticher: An American Original ,3/13/2021,122,858,Documental
Buffoon,12/04/2022,185,1830,Comedia 
Bukowski: Born into This,4/25/2020,71,8880,Documental
Bullet Ballet,6/18/2021,181,7962,Accion
Bullets Don't Argue,07/12/2022,101,1676,Crimen
Bullfighter and the Lady,8/21/2023,187,4096,Drama
Bullies,02/04/2020,95,963,Drama
Bullitt,11/22/2022,146,1633,Accion
Bumblebee,01/10/2020,134,9154,Accion
Buried Alive,05/10/2022,126,1891,Terror
Burnt Offerings,06/05/2019,124,6743,Terror
Burt's Buzz,2/27/2019,116,5448,Documental
Business of Being Born,2/23/2023,129,4975,Documental
Buster Keaton: A Hard Act to Follow,1/13/2020,203,2784,Documental
Bustin' Down the Door,12/14/2018,89,3202,Documental
Bustin' Loose,8/29/2022,68,9271,Comedia 
Buttcrack,11/08/2020,86,8496,Comedia 
Butterfly,1/16/2022,185,1510,Drama
By the Sword,11/20/2021,95,1492,Drama
Bye Bye Braverman,9/19/2021,95,8343,Comedia 
C.H.U.D. II - Bud the Chud,11/03/2018,95,9671,Comedia 
Cabin Fever 2: Spring Fever,09/12/2022,95,7890,Terror
Cadaver Christmas,1/26/2020,117,7722,Terror
Caddyshack,10/14/2020,184,1058,Comedia 
Caesar Must Die ,4/29/2020,165,4877,Drama
Cafe de Flore,5/29/2021,64,9437,Drama
Cage aux Folles II,5/27/2021,183,4887,Comedia 
Caged,5/30/2022,127,6456,Drama
Caged Heat,7/26/2020,77,1231,Crimen
Cake,5/22/2023,202,1227,Comedia 
Calendar Girl,1/26/2022,134,8140,Drama
California,4/25/2020,157,9689,Drama
Call Her Savage,1/18/2019,173,6276,Drama
Call Northside 777,4/13/2020,168,6355,thr
Caller,08/12/2020,112,8745,Crimen
Calling Dr. Death,05/06/2020,63,7598,Drama
Calling Dr. Gillespie,08/05/2023,164,6179,Drama
Cama adentro,09/09/2020,154,9972,Documental
Cameraman: The Life and Work of Jack Cardiff,8/26/2021,184,993,Drama
Camille Claudel 1915,03/01/2020,133,6257,Aventura
Camp Nowhere,11/21/2020,95,4982,Comedia 
Campanadas a medianoche,10/10/2020,134,3715,Comedia 
Campus Man,06/08/2022,93,1447,Comedia 
Canadian Bacon,08/04/2022,184,9748,Drama
Candidate,01/08/2019,145,6523,Crimen
Candy Snatchers,4/20/2022,102,2711,Comedia 
Cannibal Women in the Avocado Jungle of Death,08/04/2020,140,9143,Aventura
Canyon,05/02/2020,117,9324,Thriller
Cape Fear,01/08/2019,122,2350,Documental
Capitalism: A Love Story,01/02/2023,184,2634,Crimen
Capone,5/23/2022,148,2768,Drama
Captain Abu Raed,3/19/2020,117,6931,Aventura
Captain Blood,2/27/2019,183,9070,Accion
Captain Midnight,6/18/2020,62,6637,Drama
Captive (Cautiva) ,10/29/2021,60,9239,Drama
Captive Heart: The James Mink Story,12/12/2022,122,2895,Drama
Capturing Mary,04/03/2023,181,8127,Crimen
Carancho,3/22/2019,60,1214,Crimen
Carbine Williams,12/29/2018,153,6973,Drama
Caretakers,11/04/2021,128,126,Crimen
Carlos,8/29/2022,184,8726,Drama
Carmen Comes Home ,8/24/2019,208,9100,Crimen
Carnival of Souls,3/22/2022,181,1283,Documental
Carol Channing: Larger Than Life,10/19/2021,100,1523,Drama
Carolina Moon,05/08/2020,157,880,Misterio
Carrie,1/15/2019,106,749,Drama
Carriers,4/27/2020,95,740,Terror
Carry On Constable,11/25/2021,60,3426,Comedia 
Carry on Cruising,3/23/2021,136,8568,Comedia 
Cars,09/09/2020,154,9334,Animacion
Carter,8/23/2022,190,4164,Crimen
Casablanca,11/11/2021,183,3546,Drama
Case 39,06/07/2019,95,5665,Terror
Casino Jack and the United States of Money,09/07/2021,117,3560,Documental
Casino Royale,02/02/2019,165,9694,Accion
Casper's Haunted Christmas,6/22/2023,110,5497,Animacion
Cast a Dark Shadow,12/28/2022,181,872,Crimen
Cast Away,10/06/2018,134,7078,Aventura
Castle Freak,1/16/2023,181,6061,Terror
Castle Keep,03/05/2019,191,2989,Drama
Casual Sex?,04/04/2023,95,920,Comedia 
Catch That Kid,09/08/2022,106,9126,Aventura
Catch-22,10/11/2019,169,7783,Comedia 
Catching Hell,2/14/2022,135,4223,Documental
Cato,1/28/2021,181,4926,Drama
Cattle Call,4/24/2022,207,4131,Comedia 
Caught,4/14/2020,155,8520,Drama
Cautiva,10/25/2020,118,9388,Comedia 
Cavemen,10/25/2019,89,9761,Comedia 
Celebrity,08/05/2020,102,8434,Animacion
Cencoroll,9/29/2019,181,6184,Drama
Centauro,4/13/2022,170,3115,da
Centennial,12/07/2020,134,5860,Accion
Chain Reaction,11/18/2021,131,6045,Drama
Chained for Life,03/06/2022,134,8591,Comedia 
Change of Habit,7/28/2023,83,7941,Drama
Chapayev,02/04/2019,195,1703,Drama
Chapman Report,2/16/2020,117,347,Drama
Chapter Two,7/18/2019,197,6896,Drama
Charles Bradley: Soul of America,6/19/2021,128,3338,Documental
Charlie Bartlett,12/26/2020,89,9034,Comedia 
Charlie Chan and the Curse of the Dragon Queen,06/08/2023,148,5011,Comedia 
Charlie Chan at the Circus,10/21/2022,89,3465,Comedia 
Charlie Chan at the Olympics,03/04/2023,248,3362,Comedia 
Charlie Chan at the Opera,6/13/2021,198,6223,Comedia 
Charlie Chan in Reno,8/22/2019,97,5649,Comedia 
Charlie Chan in Rio,7/14/2022,141,814,Comedia 
"Charlie, the Lonesome Cougar",2/17/2021,91,8167,Aventura
Charlie's Angels: Full Throttle,06/05/2022,92,8769,Accion
Charter Trip,06/03/2023,83,3922,Drama
Chase a Crooked Shadow,07/08/2020,192,9103,Crimen
Chaser,3/18/2021,206,6661,Crimen
Chasing Mavericks,11/10/2019,183,6545,Drama
Chasing Papi ,6/24/2023,181,3338,Comedia 
Chato's Land,9/14/2018,107,7783,Western
Chattahoochee,11/13/2021,113,7455,Drama
Cheaper by the Dozen 2,8/17/2022,185,7865,Aventura
Cheat,12/31/2018,159,2498,Drama
Cheech & Chong's Nice Dreams,6/21/2021,117,595,Comedia 
Cheech & Chong's The Corsican Brothers,12/19/2020,183,4515,Comedia 
Cheerleader Massacre,6/14/2022,195,1077,Terror
Cheers for Miss Bishop,2/22/2021,206,9553,Drama
Chemical Brothers: Don't Think,1/16/2021,181,1163,Documental
Cherry Blossoms ,2/20/2023,101,4752,Drama
Cherry Crush,1/31/2021,129,4059,Drama
Cheyenne Social Club,4/17/2023,206,1407,Comedia 
Chicago Overcoat,06/06/2023,183,1788,Crimen
Chicken Run,06/12/2022,180,8220,Animacion
Chicken run: Dawn of the Nugget,7/24/2023,200,1693,Animacion
Chico & Rita,02/06/2019,183,4990,Animacion
Chiedimi se sono felice,04/05/2020,117,2717,Comedia 
Chiko,1/25/2022,65,2558,Crimen
Children in the Wind ,1/20/2019,209,4962,Drama
Children of a Lesser God,02/05/2022,181,2158,Drama
Children of Noisy Village,2/28/2022,181,9534,Aventura
Children of Paradise,05/02/2022,133,3318,Drama
Children of the Corn II: The Final Sacrifice,08/08/2019,129,3755,Terror
Children of the Corn III,10/31/2022,80,4801,Terror
Children of the Corn: Genesis,08/06/2023,116,6769,Terror
Children of the Night,7/23/2020,155,612,Terror
Chill Factor,5/31/2022,125,70,Accion
Chilly Scenes of Winter ,9/17/2021,134,4700,Drama
Chimpanzee,7/25/2022,89,6434,Documental
China Blue,4/13/2021,137,9102,Documental
China Syndrome,3/22/2022,145,3387,Drama
Chinese Puzzle,03/05/2022,117,6907,Comedia 
Chinese Roulette ,3/19/2020,90,9156,Drama
Chisum,11/30/2022,82,497,Western
Chitty Chitty Bang Bang,4/16/2020,152,4277,Aventura
Chloe,11/23/2018,102,1833,Drama
Choices,02/04/2022,117,2422,Drama
Christmas at Pee Wee's Playhouse ,5/17/2020,95,5809,Comedia 
Christmas Carol,1/18/2019,187,4973,Animacion
Christmas Holiday,12/12/2019,161,6247,Drama
Christmas in Connecticut,2/19/2020,145,5452,Comedia 
Christmas Story ,04/08/2019,117,3315,Comedia 
Chromophobia,10/10/2019,190,2159,Drama
Chronicle,3/25/2022,75,5467,Ciencia Ficcion
Chungking Express ,2/19/2022,137,3269,Romance
Chunhyang,9/28/2020,128,2238,Romance
Chupa,10/13/2019,160,6161,Terror
"Ciao, Professore! ",10/24/2021,134,1214,Comedia 
Ciberinfierno: La investigacion que destapo el horror,3/26/2020,88,377,Documental
Cider House Rules,10/14/2018,132,9243,Romance
Cimarron,2/17/2023,75,4625,Drama
Cinco lobitos,5/26/2022,134,4698,Animacion
Cinderella,2/21/2022,68,4362,Fantasia
Cinema Verite,06/08/2023,65,2558,Drama
Cinematographer Style,06/09/2019,60,950,Documental
Circle of Deceit ,02/04/2022,134,1058,Misterio
Circle of Eight,10/07/2021,153,4088,Terror
Circle of Iron,12/30/2018,152,9688,Accion
Circus,7/30/2021,153,9953,Drama
Citizen Gangster ,04/01/2020,129,3487,Crimen
Citizen X,5/29/2022,153,2077,Crimen
City by the Sea,4/17/2021,122,7984,Crimen
City Girl,11/14/2020,106,129,Drama
City Zero,04/07/2020,181,8513,Drama
Claire's Knee,9/16/2019,89,7220,Comedia 
Class Action,9/20/2018,95,1496,Drama
Claustrofobia,12/02/2018,132,71,Suspenso
Cleaner,5/31/2023,152,2571,Accion
Client 9: The Rise and Fall of Eliot Spitzer,12/19/2022,181,94,Documental
Clifford,06/05/2022,206,387,Comedia 
Clockers,3/16/2022,122,2519,Crimen
Close My Eyes,11/03/2021,105,8770,Drama
Close to Leo,12/24/2021,181,8133,Drama
Closed Curtain,10/04/2019,133,5829,Drama
Closer,10/08/2022,170,9186,Drama
Closer You Get,10/24/2022,95,7342,Comedia 
Clouds of Sils Maria,08/08/2023,90,3242,Drama
Club Paradise,06/04/2023,96,1449,Comedia 
Clue,6/29/2021,134,3433,Comedia 
Coach Carter,09/04/2019,198,5422,Drama
Cobb,12/16/2022,160,881,Drama
Coca-Cola Kid,09/04/2018,117,3707,Romance
Cocaine Bear,7/16/2022,95,6532,Comedia 
Cocaine Shark,3/13/2021,106,2253,Comedia 
Cockpit,3/29/2020,134,5273,Drama
Code 46,10/22/2021,137,9558,Romance
Code Unknown,06/06/2023,166,7963,Drama
Codigo: Tiranga,3/30/2022,175,1428,acc
Coffee and Cigarettes,10/10/2019,149,1732,Comedia 
Coffee Town,05/08/2019,117,12,Comedia 
Cohen and Tate,01/04/2023,198,2718,Crimen
Cold Comes the Night,02/11/2022,126,1502,Drama
Cold Creek Manor,05/11/2022,89,476,Drama
Cold Sweat ,10/03/2019,158,6539,Crimen
Coldblooded,8/17/2019,181,3578,Comedia 
Colision,12/24/2020,92,9704,Comedia 
Collector,10/14/2021,65,5331,Crimen
Color of Pomegranates,5/21/2021,142,7068,Drama
Color Purple,12/21/2018,191,7963,Drama
Colossus: The Forbin Project,07/09/2022,181,4445,Ciencia Ficcion
Columbus Circle,9/30/2021,184,8641,Crimen
ComDads ,8/25/2019,125,5030,Comedia 
Come and Get It,03/11/2023,159,6470,Drama
Come Back to Me,10/24/2021,117,6538,Drama
"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",09/07/2019,95,7808,Comedia 
"Come Back, Little Sheba",1/31/2021,183,7310,Drama
Come Early Morning,8/31/2020,184,942,Romance
Come On Rangers,5/20/2022,158,1697,Aventura
Come Undone ,01/07/2021,149,1280,Drama
Comedy of Innocence ,11/13/2020,173,6919,Drama
Comfort and Joy,7/20/2021,184,9757,Comedia 
Coming Apart,8/19/2021,68,6548,Drama
Como Dios,10/12/2003,134,6058,Comedia 
Como entrenar a tu dragon,9/25/2023,98,564,Animacion
Como me enamore de un ganster,8/18/2021,134,9634,Comedia 
Como ser un Latin Lover,2/24/2022,188,266,Comedia 
Company Man,09/12/2018,184,3337,Comedia 
Compulsion,06/02/2019,135,8978,Crimen
Con Air,10/16/2022,181,3186,acc
Con faldas y a lo loco,8/23/1959,95,7870,Comedia 
Con la muerte en los talones,05/10/1959,84,1936,Aventura
Conan O'Brien Can't Stop,01/02/2020,164,3278,Documental
Concrete Night ,5/22/2023,95,2222,Crimen
Concursante,10/17/2021,122,8904,Drama
Condemned,5/25/2023,96,5172,Terror
Condemned Man,7/20/2022,134,9229,Crimen
Confessions of a Burning Man,04/02/2023,135,238,Documental
Confessions of a Gangsta,3/22/2021,155,6391,Crimen
Confessions of a Window Cleaner,08/11/2022,87,3004,Comedia 
Confidence Girl,7/17/2023,248,5562,Comedia 
Confidentially Connie,7/22/2022,95,7808,Comedia 
Confidentially Yours ,1/14/2019,165,9228,Aventura
Conquest,04/12/2021,82,7053,Ciencia Ficcion
Conquest of Space,12/25/2018,181,8474,Comedia 
Conquista a medias,7/30/2021,181,3107,Drama
Conrack,12/14/2022,74,9982,Comedia 
Conserva Acabada,10/27/2019,190,9809,Comedia 
Constable Carry On,09/07/2020,166,2170,Drama
Constant Nymph,3/15/2021,112,2373,Terror
Contagion Bio Slime,12/15/2019,114,8546,Drama
Contempt ,07/02/2021,95,6637,Drama
Control,11/24/2020,179,6457,Accion
Convoy,5/25/2021,203,6786,Crimen
Cook the Thief His Wife & Her Lover,04/07/2020,197,7669,Crimen
Cookie,01/02/2021,134,2974,Terror
Cool Air,04/04/2022,119,5418,Drama
Cool Dry Place,10/19/2022,184,2104,Animacion
Cool World,2/18/2020,201,1855,Animacion
Coraline,01/03/2019,134,6031,Romance
Corazones malheridos,9/19/2021,97,8912,Romance
Coronado,7/13/2023,85,5838,Aventura
Corredores de medianoche,11/27/2019,95,2374,Crimen
Corrina Corrina,4/15/2019,89,4762,Comedia 
Corto Maltese: Ballad of the Salt Sea ,08/10/2023,118,8143,Animacion
Cosmonaut,1/24/2022,79,2218,Aventura
Counsellor at Law,8/18/2019,163,5241,Drama
Countdown to Looking Glass,9/18/2022,198,1975,Drama
Court-Martial of Billy Mitchell,5/27/2020,99,1940,Drama
Cousin Angelica ,1/23/2020,193,5474,Drama
Cowboy Bebop,04/03/2019,175,6288,Animacion
Coyote vs Acme,7/17/2023,83,7969,Animacion
CQ,5/23/2022,176,5984,Comedia 
Crackerjack,08/05/2020,98,6298,acc
Crackers,8/21/2020,184,3407,Comedia 
Cracks,03/08/2021,181,9785,Drama
Cradle 2 the Grave,2/13/2021,151,567,Accion
Cradle of Fear,9/17/2022,123,9821,Terror
Craig Ferguson: Does This Need to Be Said?,06/09/2021,183,6425,Comedia 
Craig of the Creek,3/14/2023,62,8887,Animacion
Crash,6/15/2020,179,2814,Drama
Craving,2/16/2022,89,7045,Drama
Crazy People,06/07/2019,173,8308,Comedia 
Creature Comforts,10/28/2022,95,2294,Animacion
Cremaster 2,03/07/2019,151,3228,Drama
Crepusculo ,3/29/2021,176,670,Terror
Crime and Punishment,3/27/2020,136,4028,Drama
Crime at Porta Romana,10/05/2021,157,6440,Drama
Crimes of the Future,08/01/2023,89,6276,Ciencia Ficcion
Crimes of the Heart,3/24/2019,143,8733,Comedia 
Crimewave,11/11/2019,184,8563,Comedia 
Criminales a la vista,01/07/2023,102,3823,Crimen
Criss Cross,7/25/2019,62,9835,Crimen
Critical Condition,9/28/2020,96,3630,Comedia 
Critters 2: The Main Course,11/19/2021,152,5816,Comedia 
Crossover,1/17/2020,134,4430,Accion
Crossroads,7/18/2020,95,3248,Comedia 
Crude,11/06/2020,194,2112,Drama
Cruel Gun Story ,12/09/2022,161,8047,Crimen
Cry Baby Lane,12/14/2018,95,5195,Comedia 
Cry Wolf,10/31/2021,124,8634,Drama
Crying Freeman,4/23/2021,126,1131,acc
Crystal Ball,3/26/2022,175,5905,Drama
Cuando Harry encontro a Sally,5/18/1989,145,6688,Comedia 
Cuban Fury,09/06/2022,95,8951,Comedia 
Cuiden a Maya,11/21/2023,100,5451,Drama
Cul-de-sac,10/17/2019,95,5242,Comedia 
Culpa mia,2/25/2020,66,4882,Drama
Culpable,10/07/2018,100,2412,Crimen
Curb Dance,12/13/2022,189,9589,Drama
Curse of the Blair Witch,02/06/2020,207,566,Terror
Curse of the Pink Panther,9/30/2021,99,3092,Comedia 
Cut and Run ,4/19/2021,176,1511,Aventura
Cutthroat Island,11/20/2019,155,6176,Aventura
Cyclomania,3/31/2022,162,2441,Comedia 
Cyrano de Bergerac,2/14/2023,79,4004,Drama
D.A.R.Y.L.,11/18/2018,95,5727,Aventura
D.C. Cab,3/28/2020,74,6871,Comedia 
Da Hip Hop Witch,4/19/2022,73,481,Comedia 
Dad Savage,10/26/2022,181,9628,Crimen
Daffy Duck's Quackbusters,11/27/2022,95,6926,Animacion
Daisy,11/06/2018,95,1413,Drama
Dakota,05/10/2023,117,9140,Crimen
Dallas,11/04/2020,108,9493,Drama
Daltry Calhoun,4/14/2022,184,8086,Comedia 
Damien: Omen II,12/22/2019,61,7898,Terror
Damn Yankees!,06/08/2020,95,3728,Comedia 
Damnation Alley,7/24/2021,162,4383,Ciencia Ficcion
Damned the Day I Met You,07/07/2021,89,7184,Drama
Damsel,05/08/2023,72,24,Comedia 
Damsels in Distress,08/09/2019,145,9117,Comedia 
Dana Carvey: Squatting Monkeys Tell No Lies,07/08/2020,60,7068,Documental
Dancemaker,12/30/2018,137,9288,Documental
Dancer in the Dark,11/03/2018,181,6346,Drama
Dances With the Dragons,11/28/2020,156,618,Animacion
Dancing Lady,4/13/2022,95,3012,Comedia 
Danger: Diabolik ,12/22/2018,89,6175,Accion
Dangerous Game,5/26/2023,117,195,Drama
Dangerous Place,4/14/2022,132,1269,Crimen
Danika,1/17/2022,208,5625,Drama
Dans la peau d'une grande,04/07/2023,195,8537,Comedia 
Dante's Inferno,2/26/2019,115,6625,Animacion
Dante's Peak,4/17/2019,163,1256,Accion
Darby O'Gill and the Little People,04/07/2019,203,4335,Aventura
Dark Mirror,2/15/2020,106,6254,Terror
Dark Shadows,03/10/2020,71,6161,Comedia 
DarkBlueAlmostBlack,12/31/2021,95,8066,Drama
Darker Than Night,4/28/2020,95,8409,Terror
Darkman,3/27/2019,95,7641,Accion
Darkon,04/07/2022,102,1156,Documental
Darktown Strutters,06/03/2022,86,1044,Comedia 
Darling,12/18/2021,136,1614,Drama
